city,code,rank_2026_09_05,choice_2026_09_05,rank_2026_08_04,choice_2026_08_04
Casablanca,R143202426,4738,1,5236,1
Casablanca,R142130599,4739,1,5237,1
Casablanca,R140181562,4740,1,5238,1
Casablanca,E144215290,4741,3,5239,3
Casablanca,J141087856,4742,2,5240,2
Casablanca,E140221398,4743,3,5241,3
Casablanca,D141068047,4744,1,5242,1
Casablanca,G148089433,4745,4,5243,4
Casablanca,R143151771,4746,1,5244,1
Casablanca,J140108410,4747,2,5245,2
Casablanca,R145191428,4748,1,5246,1
Casablanca,J145080654,4749,2,5247,2
Casablanca,E141209179,4750,2,5248,2
Casablanca,R146138637,4751,1,5249,1
Casablanca,R146195168,4752,1,5250,1
Casablanca,J143106362,4753,2,5251,2
Casablanca,F141094883,4754,2,5252,2
Casablanca,R140191627,4755,1,5253,1
Casablanca,R149168010,4756,1,5254,1
Casablanca,J145079676,4757,1,5255,1
Casablanca,R142128058,4758,1,5256,1
Casablanca,R146163588,4759,1,5257,1
Casablanca,K144010455,4760,1,5258,1
Casablanca,J143103292,4761,2,5259,2
Casablanca,J132463095,4762,2,5260,2
Casablanca,R146181063,4763,1,5261,1
Casablanca,J131509791,4764,1,5262,1
Casablanca,R141206702,4765,2,5263,2
Casablanca,J145097962,4766,2,5264,2
Casablanca,E145223776,4767,3,5265,3
Casablanca,N145077449,4768,2,5266,2
Casablanca,J144083604,4769,2,5267,2
Casablanca,J144112684,4770,3,5268,3
Casablanca,F142108511,4771,3,5269,3
Casablanca,R149180482,4772,1,5270,1
Casablanca,R149134823,4773,2,5271,2
Casablanca,R142153992,4774,1,5272,1
Casablanca,E148212012,4775,2,5273,2
Casablanca,E142229577,4776,2,5274,2
Casablanca,E148231326,4777,3,5275,3
Casablanca,J147105030,4778,1,5276,1
Casablanca,K145074448,4779,1,5277,1
Casablanca,F149091747,4780,1,5278,1
Casablanca,R140131527,4781,1,5279,1
Casablanca,J142108118,4782,2,5280,2
Casablanca,R140199560,4783,1,5281,1
Casablanca,J142098291,4784,1,5282,1
Casablanca,F145111913,4785,2,5283,2
Casablanca,J149090507,4786,1,5284,1
Casablanca,E145217241,4787,1,5285,1
Casablanca,R142139003,4788,1,5286,1
Casablanca,R145204204,4789,1,5287,1
Casablanca,E143240987,4790,2,5288,2
Casablanca,R147151936,4791,1,5289,1
Casablanca,J140111630,4792,3,5290,3
Casablanca,R141138735,4793,2,5291,2
Casablanca,R144182134,4794,1,5292,1
Casablanca,E140214456,4795,2,5293,2
Casablanca,F147105177,4796,2,5294,2
Casablanca,E146223788,4797,2,5295,2
Casablanca,J130277882,4798,4,5296,4
Casablanca,J145121083,4799,4,5297,4
Casablanca,E148079917,4800,2,5298,2
Casablanca,D130000172,4801,1,5299,1
Casablanca,N149080268,4802,1,5300,1
Casablanca,C146014969,4803,1,5301,1
Casablanca,R141185686,4804,2,5302,2
Casablanca,K145090043,4805,1,5303,1
Casablanca,R142133931,4806,1,5304,1
Casablanca,J149078857,4807,2,5305,2
Casablanca,F130182595,4808,3,5306,3
Casablanca,E140215853,4809,3,5307,3
Casablanca,R141178644,4810,2,5308,2
Casablanca,E136100600,4811,2,5309,2
Casablanca,R141182324,4812,2,5310,2
Casablanca,R147175278,4813,1,5311,1
Casablanca,R141164701,4814,1,5312,1
Casablanca,K145090040,4815,1,5313,1
Casablanca,K147078260,4816,2,5314,2
Casablanca,J147100575,4817,2,5315,2
Casablanca,R145131573,4818,1,5316,1
Casablanca,R134832661,4819,2,5317,2
Casablanca,P149141316,4820,3,5318,3
Casablanca,J142118747,4821,2,5319,2
Casablanca,J142082750,4822,2,5320,2
Casablanca,J134402500,4823,3,5321,3
Casablanca,R149179673,4824,1,5322,1
Casablanca,K134474449,4825,3,5323,3
Casablanca,F145111805,4826,2,5324,2
Casablanca,J148103715,4827,2,5325,2
Casablanca,F140085878,4828,2,5326,2
Casablanca,J145081242,4829,2,5327,2
Casablanca,K147089811,4830,3,5328,3
Casablanca,R143190759,4831,1,5329,1
Casablanca,R137767876,4832,1,5330,1
Casablanca,R142157051,4833,1,5331,1
Casablanca,R143156414,4834,1,5332,1
Casablanca,R142190768,4835,1,5333,1
Casablanca,D143147365,4836,1,5334,1
Casablanca,E145218022,4837,2,5335,2
Casablanca,R145165108,4838,3,5336,3
Casablanca,R141179811,4839,1,5337,1
Casablanca,R147152319,4840,1,5338,1
Casablanca,E148168347,4841,2,5339,2
Casablanca,R148150176,4842,1,5340,1
Casablanca,R147197861,4843,1,5341,1
Casablanca,F134180067,4844,2,5342,2
Casablanca,F149090561,4845,2,5343,2
Casablanca,E149221061,4846,2,5344,2
Casablanca,R143181631,4847,1,5345,1
Casablanca,J149077165,4848,2,5346,2
Casablanca,D147075616,4849,1,5347,1
Casablanca,K148081172,4850,4,5348,4
Casablanca,R141176421,4851,1,5349,1
Casablanca,R149131307,4852,1,5350,1
Casablanca,R148111841,4853,1,5351,1
Casablanca,R149165264,4854,1,5352,1
Casablanca,R144196224,4855,1,5353,1
Casablanca,J143099980,4856,2,5354,2
Casablanca,J138247095,4857,2,5355,2
Casablanca,R140201793,4858,1,5356,1
Casablanca,J142107024,4859,3,5357,3
Casablanca,J144084163,4860,2,5358,2
Casablanca,J143100685,4861,2,5359,2
Casablanca,J147100461,4862,2,5360,2
Casablanca,D144106554,4863,1,5361,1
Casablanca,K149068446,4864,1,5362,1
Casablanca,R147189397,4865,1,5363,1
Casablanca,R145166021,4866,1,5364,1
Casablanca,K144074879,4867,1,5365,1
Casablanca,R145193396,4868,1,5366,1
Casablanca,K146059891,4869,2,5367,2
Casablanca,R145202448,4870,2,5368,2
Casablanca,K147075601,4871,3,5369,3
Casablanca,R143184787,4872,1,5370,1
Casablanca,R142150079,4873,1,5371,1
Casablanca,K147078178,4874,3,5372,3
Casablanca,J146105393,4875,2,5373,2
Casablanca,F145092047,4876,2,5374,2
Casablanca,E141210294,4877,3,5375,3
Casablanca,E145229564,4878,2,5376,2
Casablanca,R135776261,4879,1,5377,1
Casablanca,R133436592,4880,1,5378,1
Casablanca,R142195310,4881,2,5379,2
Casablanca,E154000178,4882,2,5380,2
Casablanca,J141101964,4883,4,5381,4
Casablanca,J144091627,4884,2,5382,2
Casablanca,J141120506,4885,2,5383,2
Casablanca,R142128203,4886,1,5384,1
Casablanca,R146169416,4887,1,5385,1
Casablanca,J148101628,4888,2,5386,2
Casablanca,R149161183,4889,1,5387,1
Casablanca,R140203249,4890,1,5388,1
Casablanca,J141114455,4891,4,5389,4
Casablanca,F141122030,4892,1,5390,1
Casablanca,R140133262,4893,1,5391,1
Casablanca,R144168107,4894,1,5392,1
Casablanca,J149124588,4895,3,5393,3
Casablanca,R144203053,4896,1,5394,1
Casablanca,E152000516,4897,2,5395,2
Casablanca,E145215201,4898,3,5396,3
Casablanca,E146210028,4899,1,5397,1
Casablanca,R140178318,4900,1,5398,1
Casablanca,R141149808,4901,1,5399,1
Casablanca,R147195660,4902,1,5400,1
Casablanca,R143150676,4903,1,5401,1
Casablanca,E148239574,4904,2,5402,2
Casablanca,R146187233,4905,1,5403,1
Casablanca,J140078686,4906,3,5404,3
Casablanca,F145096408,4907,4,5405,4
Casablanca,J148108682,4908,2,5406,2
Casablanca,J142104400,4909,1,5407,1
Casablanca,R144190568,4910,1,5408,1
Casablanca,R140203036,4911,2,5409,2
Casablanca,G141088460,4912,1,5410,1
Casablanca,R146175752,4913,1,5411,1
Casablanca,J147123245,4914,2,5412,2
Casablanca,J143001260,4915,2,5413,2
Casablanca,E140208538,4916,3,5414,3
Casablanca,F146095476,4917,1,5415,1
Casablanca,R140137013,4918,1,5416,1
Casablanca,J140093037,4919,2,5417,2
Casablanca,R140057258,4920,1,5418,1
Casablanca,E136111283,4921,2,5419,2
Casablanca,E137235543,4922,2,5420,2
Casablanca,E141214859,4923,2,5421,2
Casablanca,R149128373,4924,1,5422,1
Casablanca,F148107461,4925,2,5423,2
Casablanca,F145096403,4926,1,5424,1
Casablanca,R148182929,4927,1,5425,1
Casablanca,R149135794,4928,1,5426,1
Casablanca,R140186448,4929,2,5427,2
Casablanca,K149085624,4930,1,5428,1
Casablanca,E149206438,4931,3,5429,3
Casablanca,E145238100,4932,2,5430,2
Casablanca,J137508201,4933,2,5431,2
Casablanca,R133730796,4934,2,5432,2
Casablanca,R144151700,4935,4,5433,4
Casablanca,R131875866,4936,2,5434,2
Casablanca,R146160023,4937,1,5435,1
Casablanca,R145152995,4938,2,5436,2
Casablanca,R140177735,4939,1,5437,1
Casablanca,J140111072,4940,2,5438,2
Casablanca,F133134749,4941,2,5439,2
Casablanca,E142230130,4942,2,5440,2
Casablanca,J143107727,4943,2,5441,2
Casablanca,J149102724,4944,3,5442,3
Casablanca,N145085777,4945,2,5443,2
Casablanca,J142116129,4946,2,5444,2
Casablanca,F146123113,4947,2,5445,2
Casablanca,E140205188,4948,2,5446,2
Casablanca,E145219033,4949,2,5447,2
Casablanca,J149083419,4950,3,5448,3
Casablanca,J140118160,4951,2,5449,2
Casablanca,A145005134,4952,4,5450,4
Casablanca,R144196221,4953,1,5451,1
Casablanca,F145109423,4954,2,5452,2
Casablanca,R142150087,4955,1,5453,1
Casablanca,R144203679,4956,1,5454,1
Casablanca,F143105123,4957,1,5455,1
Casablanca,R147105312,4958,2,5456,2
Casablanca,J132271128,4959,3,5457,3
Casablanca,D198144948,4960,2,5458,2
Casablanca,J134508213,4961,3,5459,3
Casablanca,R141153701,4962,1,5460,1
Casablanca,E140223056,4963,2,5461,2
Casablanca,G146135499,4964,1,5462,1
Casablanca,J140116552,4965,3,5463,3
Casablanca,E148218067,4966,2,5464,2
Casablanca,R149195295,4967,1,5465,1
Casablanca,R148146564,4968,1,5466,1
Casablanca,F148085937,4969,2,5467,2
Casablanca,E140235628,4970,2,5468,2
Casablanca,R144185156,4972,1,5470,1
Casablanca,R147194497,4973,1,5471,1
Casablanca,J146080190,4974,2,5472,2
Casablanca,R149162543,4975,2,5473,2
Casablanca,J147118206,4976,1,5474,1
Casablanca,J147086662,4977,3,5475,3
Casablanca,R142182503,4978,1,5476,1
Casablanca,J141103200,4979,1,5477,1
Casablanca,F144090073,4980,1,5478,1
Casablanca,K131449883,4981,2,5479,2
Casablanca,R138911727,4982,1,5480,1
Casablanca,J143088151,4983,2,5481,2
Casablanca,J148083600,4984,1,5482,1
Casablanca,J149100448,4985,3,5483,3
Casablanca,R137798520,4986,1,5484,1
Casablanca,R146158616,4987,1,5485,1
Casablanca,R143165548,4988,1,5486,1
Casablanca,J149096740,4989,2,5487,2
Casablanca,E142216497,4990,3,5488,3
Casablanca,R144187772,4991,1,5489,1
Casablanca,J148113312,4992,4,5490,4
Casablanca,R149189343,4993,1,5491,1
Casablanca,G134726443,4994,2,5492,2
Casablanca,R131734324,4995,2,5493,2
Casablanca,R147187606,4996,1,5494,1
Casablanca,R143153532,4997,4,5495,4
Casablanca,E144234497,4998,3,5496,3
Casablanca,J147101765,4999,2,5497,2
Casablanca,R147158841,5000,1,5498,1
Casablanca,R142172507,5001,1,5499,1
Casablanca,R140132678,5002,1,5500,1
Casablanca,J149104715,5003,3,5501,3
Casablanca,R140177033,5004,1,5502,1
Casablanca,F149100787,5005,1,5503,1
Casablanca,R142199954,5006,2,5504,2
Casablanca,R133816866,5007,1,5505,1
Casablanca,F147092610,5008,2,5506,2
Casablanca,D149150012,5009,2,5507,2
Casablanca,R148158516,5010,1,5508,1
Casablanca,R141183221,5011,1,5509,1
Casablanca,E135086298,5012,4,5510,4
Casablanca,K148086224,5013,1,5511,1
Casablanca,F141097554,5014,2,5512,2
Casablanca,R148129986,5015,1,5513,1
Casablanca,R148194483,5016,1,5514,1
Casablanca,R147129529,5017,1,5515,1
Casablanca,E149218391,5018,2,5516,2
Casablanca,J146109461,5019,2,5517,2
Casablanca,K147064069,5020,2,5518,2
Casablanca,E137094697,5021,2,5519,2
Casablanca,C134160421,5022,1,5520,1
Casablanca,R149159391,5023,1,5521,1
Casablanca,C143002904,5024,1,5522,1
Casablanca,R143148269,5025,1,5523,1
Casablanca,K142089843,5026,2,5524,2
Casablanca,R145183189,5027,1,5525,1
Casablanca,J148122752,5028,2,5526,2
Casablanca,J148108550,5029,4,5527,4
Casablanca,R148170289,5030,1,5528,1
Casablanca,R143131514,5031,1,5529,1
Casablanca,E147230933,5032,2,5530,2
Casablanca,F144092259,5033,3,5531,3
Casablanca,E145206530,5034,4,5532,4
Casablanca,F144085298,5035,2,5533,2
Casablanca,K142074243,5036,2,5534,2
Casablanca,F142091865,5037,2,5535,2
Casablanca,R140171566,5038,1,5536,1
Casablanca,R148147768,5039,1,5537,1
Casablanca,J141092226,5040,2,5538,2
Casablanca,R141181158,5041,2,5539,2
Casablanca,R149195104,5042,1,5540,1
Casablanca,J142121241,5043,1,5541,1
Casablanca,R148169829,5044,2,5542,2
Casablanca,J146079561,5045,2,5543,2
Casablanca,K147057296,5046,2,5544,2
Casablanca,K145060264,5047,2,5545,2
Casablanca,D130032902,5048,4,5546,4
Casablanca,F158000079,5049,1,5547,1
Casablanca,R149199133,5050,1,5548,1
Casablanca,R146172256,5051,1,5549,1
Casablanca,J141110481,5052,3,5550,3
Casablanca,J147114665,5053,2,5551,2
Casablanca,J147085192,5054,2,5552,2
Casablanca,E145212793,5055,2,5553,2
Casablanca,E133086456,5056,4,5554,4
Casablanca,E143208209,5057,2,5555,2
Casablanca,K141060887,5058,2,5556,2
Casablanca,R149134066,5059,1,5557,1
Casablanca,F132215187,5060,2,5558,2
Casablanca,E130091529,5061,3,5559,3
Casablanca,J142085113,5062,2,5560,2
Casablanca,J148086857,5063,2,5561,2
Casablanca,R149188461,5064,1,5562,1
Casablanca,J142088054,5065,4,5563,4
Casablanca,J147111029,5066,2,5564,2
Casablanca,R143199899,5067,1,5565,1
Casablanca,R141206106,5068,2,5566,2
Casablanca,R140174576,5069,1,5567,1
Casablanca,R146151178,5070,1,5568,1
Casablanca,R141193004,5071,1,5569,1
Casablanca,R142170062,5072,1,5570,1
Casablanca,R146205984,5073,1,5571,1
Casablanca,J148111570,5074,2,5572,2
Casablanca,R149136399,5075,2,5573,2
Casablanca,J144097782,5076,2,5574,2
Casablanca,J147092743,5077,2,5575,2
Casablanca,J143089382,5078,3,5576,3
Casablanca,R147180131,5079,1,5577,1
Casablanca,R141150437,5080,1,5578,1
Casablanca,E130072188,5081,2,5579,2
Casablanca,E145206421,5082,2,5580,2
Casablanca,K140089912,5083,3,5581,3
Casablanca,J145096192,5084,2,5582,2
Casablanca,R144166293,5085,2,5583,2
Casablanca,E141214008,5086,2,5584,2
Casablanca,E148186850,5087,2,5585,2
Casablanca,J149115218,5088,2,5586,2
Casablanca,F131274109,5089,2,5587,2
Casablanca,J140099587,5090,3,5588,3
Casablanca,R149198862,5091,2,5589,2
Casablanca,K146057442,5092,1,5590,1
Casablanca,E144223739,5093,4,5591,4
Casablanca,J130061941,5094,2,5592,2
Casablanca,J144089023,5095,3,5593,3
Casablanca,R148129532,5096,1,5594,1
Casablanca,J149096269,5097,2,5595,2
Casablanca,R148149335,5098,1,5596,1
Casablanca,J143113396,5099,3,5597,3
Casablanca,K137519319,5100,2,5598,2
Casablanca,E143235552,5101,2,5599,2
Casablanca,E132124030,5102,2,5600,2
Casablanca,J141098057,5103,2,5601,2
Casablanca,E141036384,5104,2,5602,2
Casablanca,F147090005,5105,1,5603,1
Casablanca,R140137172,5106,1,5604,1
Casablanca,K142081184,5107,4,5605,4
Casablanca,J141099657,5108,1,5606,1
Casablanca,E144210057,5109,2,5607,2
Casablanca,R148132304,5110,1,5608,1
Casablanca,R142148949,5111,1,5609,1
Casablanca,R147131231,5112,2,5610,2
Casablanca,R147131827,5113,1,5611,1
Casablanca,J143114673,5114,1,5612,1
Casablanca,R149154483,5115,1,5613,1
Casablanca,E147233818,5116,1,5614,1
Casablanca,R142191465,5117,1,5615,1
Casablanca,J146107716,5118,2,5616,2
Casablanca,R140181679,5119,2,5617,2
Casablanca,R145168372,5120,1,5618,1
Casablanca,R144198708,5121,1,5619,1
Casablanca,R144182509,5122,1,5620,1
Casablanca,R148176018,5123,1,5621,1
Casablanca,R149132318,5124,1,5622,1
Casablanca,J149120057,5125,2,5623,2
Casablanca,K140089294,5126,3,5624,3
Casablanca,F143111956,5127,2,5625,2
Casablanca,R143096015,5128,1,5626,1
Casablanca,R141151406,5129,1,5627,1
Casablanca,L149078823,5130,2,5628,2
Casablanca,E142237969,5131,4,5629,4
Casablanca,J137243410,5132,2,5630,2
Casablanca,F143112130,5133,1,5631,1
Casablanca,R148204779,5134,1,5632,1
Casablanca,J146108664,5135,2,5633,2
Casablanca,F142124884,5136,2,5634,2
Casablanca,R142165964,5137,1,5635,1
Casablanca,J131231750,5138,2,5636,2
Casablanca,R147203165,5139,1,5637,1
Casablanca,R149203761,5140,1,5638,1
Casablanca,E149231062,5141,4,5639,4
Casablanca,R147204799,5142,1,5640,1
Casablanca,F144097427,5143,1,5641,1
Casablanca,F141113834,5144,2,5642,2
Casablanca,R144177594,5145,1,5643,1
Casablanca,R145190106,5146,3,5644,3
Casablanca,K146079014,5147,2,5645,2
Casablanca,R144155319,5148,1,5646,1
Casablanca,R143180382,5149,1,5647,1
Casablanca,F141090266,5150,1,5648,1
Casablanca,R144141765,5151,1,5649,1
Casablanca,F146119849,5152,1,5650,1
Casablanca,J147096162,5153,2,5651,2
Casablanca,D146138052,5154,2,5652,2
Casablanca,R146148883,5155,1,5653,1
Casablanca,R148189321,5156,1,5654,1
Casablanca,R141176731,5157,1,5655,1
Casablanca,J146099059,5158,2,5656,2
Casablanca,R141196100,5159,1,5657,1
Casablanca,E149219888,5160,2,5658,2
Casablanca,F140099941,5161,4,5659,4
Casablanca,R139873402,5162,1,5660,1
Casablanca,R130903734,5163,1,5661,1
Casablanca,R140204912,5164,4,5662,4
Casablanca,R135891047,5165,1,5663,1
Casablanca,R142187994,5166,1,5664,1
Casablanca,K139424780,5167,2,5665,2
Casablanca,R146206295,5168,1,5666,1
Casablanca,F142091609,5169,1,5667,1
Casablanca,R145133389,5170,1,5668,1
Casablanca,F132261121,5171,2,5669,2
Casablanca,F142090298,5172,1,5670,1
Casablanca,J138361981,5173,2,5671,2
Casablanca,J146102997,5174,3,5672,3
Casablanca,R145154353,5175,1,5673,1
Casablanca,R144185894,5176,4,5674,4
Casablanca,J145101251,5177,4,5675,4
Casablanca,R148161409,5178,1,5676,1
Casablanca,R142122717,5179,1,5677,1
Casablanca,F143085497,5180,2,5678,2
Casablanca,R145166891,5181,1,5679,1
Casablanca,E147233823,5182,2,5680,2
Casablanca,J144096987,5183,2,5681,2
Casablanca,B143009633,5184,2,5682,2
Casablanca,F140105607,5185,2,5683,2
Casablanca,F144121947,5187,2,5685,2
Casablanca,E141206348,5188,2,5686,2
Casablanca,R143156419,5189,1,5687,1
Casablanca,R143194152,5190,1,5688,1
Casablanca,J147080476,5191,2,5689,2
Casablanca,F143105937,5192,1,5690,1
Casablanca,R149146398,5193,2,5691,2
Casablanca,R146204308,5194,1,5692,1
Casablanca,F148095068,5195,3,5693,3
Casablanca,K147098923,5196,3,5694,3
Casablanca,K141060963,5197,1,5695,1
Casablanca,R144191372,5198,1,5696,1
Casablanca,R145160243,5199,2,5697,2
Casablanca,R148131788,5200,1,5698,1
Casablanca,K148080652,5201,3,5699,3
Casablanca,E141210085,5202,2,5700,2
Casablanca,R146201676,5203,1,5701,1
Casablanca,J147121144,5204,2,5702,2
Casablanca,R149154379,5205,1,5703,1
Casablanca,R145159737,5206,1,5704,1
Casablanca,E142237350,5207,3,5705,3
Casablanca,K140062121,5208,3,5706,3
Casablanca,E144213374,5209,4,5707,4
Casablanca,J145096623,5210,2,5708,2
Casablanca,E145245154,5211,3,5709,3
Casablanca,R142168446,5212,1,5710,1
Casablanca,R132872839,5213,1,5711,1
Casablanca,J148110384,5214,2,5712,2
Casablanca,J143102033,5215,3,5713,3
Casablanca,J148094918,5216,3,5714,3
Casablanca,K141097032,5217,3,5715,3
Casablanca,E140217455,5218,2,5716,2
Casablanca,R140158371,5219,1,5717,1
Casablanca,R146175437,5220,2,5718,2
Casablanca,J135541688,5221,2,5719,2
Casablanca,J147109554,5222,4,5720,4
Casablanca,J120028301,5223,2,5721,2
Casablanca,R140171046,5224,1,5722,1
Casablanca,E140209057,5225,2,5723,2
Casablanca,R146194360,5226,1,5724,1
Casablanca,J138273574,5227,2,5725,2
Casablanca,R145170910,5228,1,5726,1
Casablanca,J145083530,5229,3,5727,3
Casablanca,R146136314,5230,1,5728,1
Casablanca,E149215236,5231,2,5729,2
Casablanca,E141204516,5232,2,5730,2
Casablanca,R146180620,5233,1,5731,1
Casablanca,R140198761,5234,2,5732,2
Casablanca,F146100927,5235,2,5733,2
Casablanca,J142126283,5236,4,5734,4
Casablanca,R147203486,5237,1,5735,1
Casablanca,R148130704,5238,2,5736,2
Casablanca,D177110861,5239,4,5737,4
Casablanca,F143116523,5240,3,5738,3
Casablanca,M140108792,5241,2,5739,2
Casablanca,R141154534,5242,1,5740,1
Casablanca,R135917920,5243,1,5741,1
Casablanca,R147203107,5244,1,5742,1
Casablanca,J140087441,5245,2,5743,2
Casablanca,E149221604,5246,2,5744,2
Casablanca,F140098251,5247,2,5745,2
Casablanca,R141141856,5248,1,5746,1
Casablanca,K144094303,5249,2,5747,2
Casablanca,R140182162,5250,1,5748,1
Casablanca,E142234903,5251,4,5749,4
Casablanca,R131820037,5252,2,5750,2
Casablanca,E149217501,5253,3,5751,3
Casablanca,J144102245,5254,2,5752,2
Casablanca,E147230668,5255,2,5753,2
Casablanca,R145136445,5256,1,5754,1
Casablanca,E134172896,5257,4,5755,4
Casablanca,J144125910,5258,2,5756,2
Casablanca,R147147723,5259,1,5757,1
Casablanca,J148116888,5260,2,5758,2
Casablanca,S149077592,5261,2,5759,2
Casablanca,J148089876,5262,1,5760,1
Casablanca,R146207362,5263,1,5761,1
Casablanca,R142128185,5264,1,5762,1
Casablanca,J138332692,5265,2,5763,2
Casablanca,J144102188,5266,2,5764,2
Casablanca,F147098606,5267,2,5765,2
Casablanca,R146137657,5268,1,5766,1
Casablanca,F148104337,5269,2,5767,2
Casablanca,R141181888,5270,1,5768,1
Casablanca,F141097532,5271,2,5769,2
Casablanca,E140205749,5272,1,5770,1
Casablanca,R140183435,5273,1,5771,1
Casablanca,J140078714,5274,4,5772,4
Casablanca,R149191780,5275,1,5773,1
Casablanca,R142195731,5276,1,5774,1
Casablanca,E147196622,5277,1,5775,1
Casablanca,F224110735,5278,1,5776,1
Casablanca,J146102112,5279,2,5777,2
Casablanca,K134466252,5280,3,5778,3
Casablanca,R145151931,5281,1,5779,1
Casablanca,J139241775,5282,2,5780,2
Casablanca,J147114547,5283,3,5781,3
Casablanca,R143050366,5284,1,5782,1
Casablanca,R144206212,5285,2,5783,2
Casablanca,J148095795,5286,3,5784,3
Casablanca,R148169120,5287,1,5785,1
Casablanca,J146112821,5288,2,5786,2
Casablanca,F145108076,5289,3,5787,3
Casablanca,R149168971,5290,1,5788,1
Casablanca,E145232923,5291,4,5789,4
Casablanca,R142160270,5292,1,5790,1
Casablanca,J140113595,5293,4,5791,4
Casablanca,J148096205,5294,2,5792,2
Casablanca,J149093807,5295,2,5793,2
Casablanca,E144228450,5296,2,5794,2
Casablanca,E149213999,5297,2,5795,2
Casablanca,R142179792,5298,1,5796,1
Casablanca,J143104738,5299,2,5797,2
Casablanca,R148147744,5300,1,5798,1
Casablanca,R140207625,5301,1,5799,1
Casablanca,J146121827,5302,3,5800,3
Casablanca,J142108710,5303,2,5801,2
Casablanca,R145170879,5304,1,5802,1
Casablanca,F147092622,5305,3,5803,3
Casablanca,R144202199,5306,2,5804,2
Casablanca,K141081144,5307,2,5805,2
Casablanca,R142165050,5308,1,5806,1
Casablanca,R143164343,5309,1,5807,1
Casablanca,B147010655,5310,4,5808,4
Casablanca,F147099285,5311,2,5809,2
Casablanca,J140107094,5312,3,5810,3
Casablanca,J146088532,5313,2,5811,2
Casablanca,R133738853,5314,1,5812,1
Casablanca,F141099074,5315,2,5813,2
Casablanca,R147193211,5316,2,5814,2
Casablanca,F140077660,5317,2,5815,2
Casablanca,R149152197,5318,2,5816,2
Casablanca,E141213763,5319,2,5817,2
Casablanca,R148174913,5320,1,5818,1
Casablanca,E140221752,5321,3,5819,3
Casablanca,R149189557,5322,1,5820,1
Casablanca,J148108494,5323,2,5821,2
Casablanca,E158000494,5324,2,5822,2
Casablanca,K148072516,5325,1,5823,1
Casablanca,E141220889,5326,2,5824,2
Casablanca,R140202644,5327,1,5825,1
Casablanca,E147212999,5328,2,5826,2
Casablanca,F148125107,5329,2,5827,2
Casablanca,R139749613,5330,1,5828,1
Casablanca,K146060989,5331,2,5829,2
Casablanca,J145119811,5332,3,5830,3
Casablanca,R146196720,5333,4,5831,4
Casablanca,K142096593,5334,2,5832,2
Casablanca,R133808616,5335,1,5833,1
Casablanca,R147173732,5336,1,5834,1
Casablanca,J140116567,5337,2,5835,2
Casablanca,E149218171,5338,2,5836,2
Casablanca,J144088244,5339,2,5837,2
Casablanca,R143149037,5340,1,5838,1
Casablanca,J148109485,5341,3,5839,3
Casablanca,R148174134,5342,2,5840,2
Casablanca,R145179205,5343,1,5841,1
Casablanca,J149088252,5344,2,5842,2
Casablanca,F143116277,5345,1,5843,1
Casablanca,J148103704,5346,2,5844,2
Casablanca,R149190691,5347,3,5845,3
Casablanca,R144136409,5348,1,5846,1
Casablanca,E143218352,5349,4,5847,4
Casablanca,H141092794,5350,2,5848,2
Casablanca,E144223775,5351,3,5849,3
Casablanca,R145186081,5352,1,5850,1
Casablanca,J145120816,5353,2,5851,2
Casablanca,E143209090,5354,3,5852,3
Casablanca,L147090768,5355,2,5853,2
Casablanca,R140207579,5356,1,5854,1
Casablanca,J148096805,5357,2,5855,2
Casablanca,K141098222,5358,2,5856,2
Casablanca,R143144932,5359,1,5857,1
Casablanca,F146093105,5360,2,5858,2
Casablanca,K140093262,5361,2,5859,2
Casablanca,J149098147,5362,4,5860,4
Casablanca,R147130891,5363,1,5861,1
Casablanca,J149031596,5364,2,5862,2
Casablanca,R149195127,5365,1,5863,1
Casablanca,R143166654,5366,1,5864,1
Casablanca,R148146646,5367,1,5865,1
Casablanca,J147083575,5368,2,5866,2
Casablanca,E144217456,5369,3,5867,3
Casablanca,J141101488,5370,2,5868,2
Casablanca,R140176928,5371,1,5869,1
Casablanca,J143108473,5372,3,5870,3
Casablanca,J148103051,5373,3,5871,3
Casablanca,R149205995,5374,1,5872,1
Casablanca,R143143220,5375,1,5873,1
Casablanca,F147096462,5376,1,5874,1
Casablanca,J149120633,5377,2,5875,2
Casablanca,E146189188,5378,3,5876,3
Casablanca,R143199490,5379,1,5877,1
Casablanca,J141121282,5380,4,5878,4
Casablanca,J135348948,5381,2,5879,2
Casablanca,J149104633,5382,2,5880,2
Casablanca,J133417663,5383,3,5881,3
Casablanca,N144084919,5384,1,5882,1
Casablanca,E149110270,5385,4,5883,4
Casablanca,J134230326,5386,2,5884,2
Casablanca,J148119885,5387,4,5885,4
Casablanca,R141171481,5388,1,5886,1
Casablanca,R132751265,5389,1,5887,1
Casablanca,R141176896,5390,3,5888,3
Casablanca,R147139818,5391,1,5889,1
Casablanca,E144217202,5392,2,5890,2
Casablanca,J142119980,5393,2,5891,2
Casablanca,J131300957,5394,2,5892,2
Casablanca,R140193160,5395,1,5893,1
Casablanca,R149175845,5396,1,5894,1
Casablanca,E145220960,5397,3,5895,3
Casablanca,E140213445,5398,2,5896,2
Casablanca,J149099554,5399,2,5897,2
Casablanca,E144221134,5400,2,5898,2
Casablanca,R141189206,5401,1,5899,1
Casablanca,F138190707,5402,2,5900,2
Casablanca,J140087090,5403,2,5901,2
